name,address,city,state,stars,categories,Simplified Category,ZIP Code,Neighborhood,Population Density,Median Household Income,% White,% Black,% Hispanic,% Asian,% Other,Predicted Growth,Avg Real Estate Price
Seminole Heights General Store,5420 N Florida Ave,Tampa,FL,4,"Food, Restaurants, Desserts, Coffee Roasteries, Delis, Grocery, Beer, Wine & Spirits, Cafes",Coffee/Cafe,33604,Near Seminole Heights,3000.0,42000.0,48.0,32.0,18.0,2.0,0.0,23.61,381090
PDQ Westchase,8730 W Linebaugh Ave,Tampa,FL,4,"Chicken Shop, Fast Food, Sandwiches, Restaurants",American & Fast Food,33625,Other,,Other,Other,Other,Other,Other,Other,,106613
F2R Fitness Bar at Fit2Run,2223 N West Shore Blvd,Tampa,FL,2,"Juice Bars & Smoothies, Restaurants, Salad, Food, Acai Bowls",Bar & Wines,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,26.15,312328
Barista's Coffee Company,3603 W Gandy Blvd,Tampa,FL,4,"Coffee & Tea, Food",Coffee/Cafe,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,13.13,185237
Ginger Beard Coffee,"1208 E Kennedy Blvd, Ste 112",Tampa,FL,5,"Food, Donuts, Coffee & Tea",Coffee/Cafe,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,8.91,458315
Dunkin',911 N Dale Mabry Highway,Tampa,FL,3,"Donuts, Food, Coffee & Tea, Gas Stations, Automotive",Coffee/Cafe,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,30.27,411201
Norkys,"5610 Hanley Rd, Ste 110",Tampa,FL,3,"Peruvian, Restaurants, Latin American",American & Fast Food,33634,Near Town 'n' Country,3500.0,50000.0,49.0,21.0,25.0,5.0,0.0,1.34,179199
Cruisin' Tikis Tampa,1701 N Highland Ave,Tampa,FL,4,"Tiki Bars, Bars, Event Planning & Services, Boat Charters, Nightlife, Tours, Hotels & Travel, Boat Tours",Bar & Wines,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,31.56,458315
Burger King,3009 E Busch Blvd,Tampa,FL,2,"Burgers, American (Traditional), Restaurants, Fast Food",American & Fast Food,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
KFC,7605 W Hillsborough Ave,Tampa,FL,2,"Chicken Wings, Restaurants, Chicken Shop, Fast Food",American & Fast Food,33615,Near Town 'n' Country,3400.0,52000.0,50.0,20.0,25.0,5.0,0.0,21.66,320788
Starbucks,3409 Bay To Bay Blvd,Tampa,FL,4,"Food, Coffee & Tea",Coffee/Cafe,33629,Palma Ceia,3100.0,90000.0,65.0,10.0,20.0,5.0,0.0,20.44,297935
Bayshore Market,5025 Bayshore Blvd,Tampa,FL,4,"Herbs & Spices, Fruits & Veggies, Grocery, Nurseries & Gardening, Home & Garden, Gift Shops, Farmers Market, Flowers & Gifts, Seafood Markets, Shopping, Specialty Food, Food, Health Markets",Other,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,26.85,185237
Love's Artifacts Bar and Grille,4914 S Macdill Ave,Tampa,FL,3,"Barbeque, Restaurants, Food Stands",Bar & Wines,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,19.1,185237
Courtside Grille,13901 9 Eagles Dr,Tampa,FL,2,"American (New), Restaurants",American & Fast Food,33626,Westchase,2600.0,85000.0,60.0,15.0,18.0,7.0,0.0,15.96,251619
Wawa,1760 W Hillsborough Ave,Tampa,FL,3,"Food, Sandwiches, Automotive, Coffee & Tea, Convenience Stores, Gas Stations, Restaurants",Coffee/Cafe,33603,Seminole Heights,3100.0,45000.0,50.0,30.0,15.0,5.0,0.0,2.07,204222
Mini Doughnut Factory,2109 S Dale Mabry Hwy,Tampa,FL,4,"Desserts, Donuts, Food, Ice Cream & Frozen Yogurt, Coffee & Tea",Coffee/Cafe,33629,Palma Ceia,3100.0,90000.0,65.0,10.0,20.0,5.0,0.0,16.07,297935
Dylan's Candy Bar,4100 George J Bean Pkwy,Tampa,FL,3,"Food, Candy Stores, Specialty Food",Other,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,5.71,312328
Flock and Stock,615 Channelside Dr,Tampa,FL,2,"Restaurants, Southern, Burgers",American & Fast Food,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,25.81,458315
Antonio's Pasta Grille,"11401 N 56th St, Ste 23",Tampa,FL,3,"Restaurants, Italian",Italian,33617,Near Temple Terrace,3300.0,40000.0,35.0,45.0,15.0,5.0,0.0,16.9,468742
Dave & Buster's,10209 Estuary Lakes Dr,Tampa,FL,2,"Arts & Entertainment, Bars, Arcades, American (Traditional), Restaurants, Sports Bars, Nightlife",Bar & Wines,33619,East Tampa,4100.0,37000.0,25.0,50.0,20.0,5.0,0.0,27.89,498759
Lit Nutrition,4341 Gunn Hwy,Tampa,FL,4,"Fitness & Instruction, Juice Bars & Smoothies, Active Life, Health & Medical, Nutritionists, Specialty Food, Food, Dance Studios, Health Markets",Bar & Wines,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,1.17,323283
Streetcar Charlie's Bar & Grille,1811 N 15th St,Tampa,FL,3,"American (New), Nightlife, Bars, Restaurants",Bar & Wines,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,2.37,220423
Whiskey Park North,11921 N Dale Mabry Hwy,Tampa,FL,3,"Whiskey Bars, Dance Clubs, Nightlife, Bars",Bar & Wines,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,20.06,323283
BluWave Sushi,3339 S Westshore Blvd,Tampa,FL,5,"Caterers, Restaurants, Event Planning & Services, Sushi Bars",Bar & Wines,33629,Palma Ceia,3100.0,90000.0,65.0,10.0,20.0,5.0,0.0,2.23,297935
Graffiti Junktion,3114 W Bay To Bay Blvd,Tampa,FL,3,"Burgers, Sports Bars, Nightlife, American (Traditional), Bars, Restaurants, Chicken Wings",Bar & Wines,33629,Palma Ceia,3100.0,90000.0,65.0,10.0,20.0,5.0,0.0,2.21,297935
Anise Global Gastrobar,"777 N Ashley Dr, Unit D1",Tampa,FL,4,"Restaurants, Gastropubs, Cocktail Bars, Nightlife, Bars",Bar & Wines,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,0.42,458315
Blue Lizard Hookah Lounge,"5025 E Fowler Ave, Ste 21",Tampa,FL,4,"Pubs, Lounges, Beer Bar, Nightlife, Hookah Bars, Bars",Bar & Wines,33617,Near Temple Terrace,3300.0,40000.0,35.0,45.0,15.0,5.0,0.0,31.56,468742
Duffy's Sports Grill,1580 N Dale Mabry Hwy,Tampa,FL,4,"Nightlife, Bars, Sports Bars, Restaurants, American (Traditional), Burgers",Bar & Wines,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,28.03,312328
Patriot Brew Cafe,13515 Lake Terrace Ln,Tampa,FL,5,"Food, Restaurants, Cafes, Coffee & Tea",Coffee/Cafe,33637,Other,,Other,Other,Other,Other,Other,Other,,133434
GINO's Restaurant & Bar,10006 Armenia Ave N,Tampa,FL,4,"Beer Bar, Restaurants, Italian, Wholesalers, Wine Bars, Nightlife, Bars, Professional Services, Restaurant Supplies",Bar & Wines,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
La Terrazza Ristorante Italiano,1727 E 7th Ave,Tampa,FL,4,"Restaurants, Italian, Seafood",Italian,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,9.79,220423
Honey Baked Ham Company,12040 Anderson Rd,Tampa,FL,3,"American (New), Specialty Food, Food, Cafes, Delis, Event Planning & Services, Meat Shops, Sandwiches, Restaurants, Caterers",Coffee/Cafe,33625,Other,,Other,Other,Other,Other,Other,Other,,106613
Tasty Cajun,"1000 W Waters Ave, Unit 6",Tampa,FL,4,"Restaurants, Seafood, Cajun/Creole",Other,33604,Near Seminole Heights,3000.0,42000.0,48.0,32.0,18.0,2.0,0.0,19.84,381090
Lincoln Spanish Restaurant,3247 W Columbus Dr,Tampa,FL,3,"Latin American, Restaurants, Spanish, Cuban",Latin,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,7.04,312328
Green Room,1701 E 8th Ave,Tampa,FL,3,"Diners, Restaurants",American & Fast Food,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,4.88,220423
O Cocina,4110 Henderson Blvd,Tampa,FL,4,"Wine Bars, Beer, Wine & Spirits, Cocktail Bars, Bars, Food, Seafood, Nightlife, Mexican, Restaurants",Latin,33629,Palma Ceia,3100.0,90000.0,65.0,10.0,20.0,5.0,0.0,3.05,297935
Felicitous,14204 N 42nd St,Tampa,FL,4,"Gelato, Desserts, Restaurants, Beer Bar, Cupcakes, Food, Nightlife, Bars, Coffee & Tea, Sandwiches",Coffee/Cafe,33613,University Area,4500.0,30000.0,30.0,40.0,25.0,5.0,0.0,29.71,255955
Chocolate Pi,1205 S Howard Ave,Tampa,FL,4,"Chocolatiers & Shops, Specialty Food, Desserts, Cupcakes, Coffee & Tea, Bakeries, Ice Cream & Frozen Yogurt, Food",Coffee/Cafe,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,24.46,370227
The Bake,5427 Bayshore Blvd,Tampa,FL,3,"Bakeries, Food, Restaurants, Cafes, Pizza",Coffee/Cafe,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,7.95,185237
Buddy Brew Coffee ,420 W Kennedy Blvd,Tampa,FL,4,"Food, Coffee & Tea",Coffee/Cafe,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,0.67,370227
Marlene's Original Breakfast Sandwich,7206 N Dale Mabry Hwy,Tampa,FL,5,"Food, Food Trucks, Sandwiches, Restaurants, Breakfast & Brunch",Food Trucks,33614,Near Westshore,3700.0,46000.0,45.0,25.0,27.0,3.0,0.0,3.04,438346
Sweet Tomatoes,1902 N Dale Mabry Hwy,Tampa,FL,3,"Salad, Buffets, Soup, Vegetarian, Restaurants, Sandwiches",Other,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,36.78,312328
The Rez Grill - Seminole Hard Rock Tampa,5223 N Orient Rd,Tampa,FL,4,"Restaurants, American (New), Cocktail Bars, Wine Bars, Seafood, Bars, Nightlife",Bar & Wines,33610,Other,,Other,Other,Other,Other,Other,Other,,161340
Waffle House,509 Westshore Plz,Tampa,FL,3,"Diners, Breakfast & Brunch, Chicken Shop, Restaurants, Waffles, American (Traditional)",American & Fast Food,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,27.69,411201
The Humble Butternut,5224 S Dale Mabry Hwy,Tampa,FL,5,"Restaurants, Vegetarian, Indian, Tapas/Small Plates",Other,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,18.74,185237
Bennigan's,"615 Channelside Dr, Suite 205",Tampa,FL,2,"Restaurants, American (New)",American & Fast Food,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,13.37,458315
The Lab Tampa,1703 W State St,Tampa,FL,4,"Coffee & Tea, Food, Bagels, Coffee Roasteries, Cafes, Restaurants",Coffee/Cafe,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,6.58,370227
Sushiko Japanese Restaurant,19050 Bruce B Downs Blvd,Tampa,FL,3,"Chinese, Restaurants, Japanese",Asian,33647,New Tampa,2500.0,75000.0,45.0,20.0,20.0,15.0,0.0,3.03,185666
Chanta European Cuisine,113 S Hyde Park Ave,Tampa,FL,4,"Hungarian, Restaurants, Pizza, German, Modern European",Other,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,19.68,370227
Anna Health,"9724 N Armenia Ave, Ste 400",Tampa,FL,5,"Acupuncture, Chiropractors, Traditional Chinese Medicine, Health & Medical",Asian,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
717 South,717 S Howard Ave,Tampa,FL,4,"American (New), Italian, Restaurants, Asian Fusion, Seafood",American & Fast Food,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,20.6,370227
McDonald's,8402 N Armenia Ave,Tampa,FL,2,"Burgers, Restaurants, Food, Coffee & Tea, Fast Food",Coffee/Cafe,33604,Near Seminole Heights,3000.0,42000.0,48.0,32.0,18.0,2.0,0.0,15.91,381090
Wingstop,6919 Gunn Hwy,Tampa,FL,4,"American (Traditional), Restaurants, Chicken Wings",American & Fast Food,33625,Other,,Other,Other,Other,Other,Other,Other,,106613
Churroman,7011 W Waters Ave,Tampa,FL,4,"Cuban, Food Stands, Latin American, Restaurants",Latin,33634,Near Town 'n' Country,3500.0,50000.0,49.0,21.0,25.0,5.0,0.0,33.9,179199
Oasis Rotisserie Chicken & More,7920 N Armenia Ave,Tampa,FL,4,"Food Trucks, Food, Latin American, Puerto Rican, Caribbean, Restaurants",Latin,33604,Near Seminole Heights,3000.0,42000.0,48.0,32.0,18.0,2.0,0.0,23.96,381090
Another Broken Egg Cafe,4041 S Dale Mabry Hwy,Tampa,FL,4,"Cafes, American (Traditional), Breakfast & Brunch, Restaurants",Coffee/Cafe,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,8.78,185237
Chipotle Mexican Grill,"7002 Gunn Hwy, Ste 101",Tampa,FL,2,"Food, Mexican, Restaurants, Fast Food",Latin,33625,Other,,Other,Other,Other,Other,Other,Other,,106613
Clean Eatz Tampa,"3838 W Neptune St, Ste D2",Tampa,FL,4,"Cafes, Salad, Caterers, Event Planning & Services, Juice Bars & Smoothies, Restaurants, Food, Sandwiches, American (Traditional)",Coffee/Cafe,33629,Palma Ceia,3100.0,90000.0,65.0,10.0,20.0,5.0,0.0,18.66,297935
Cigar Castle,11724 N 56th St,Tampa,FL,4,"Tobacco Shops, Shopping, Lounges, Bars, Nightlife, Beer Bar",Bar & Wines,33617,Near Temple Terrace,3300.0,40000.0,35.0,45.0,15.0,5.0,0.0,19.22,468742
Max & Chz,117 S Hyde Park Ave,Tampa,FL,2,"American (New), Restaurants, Comfort Food",American & Fast Food,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,23.94,370227
Holy Hog Barbecue,11417 N Dale Mabry Hwy,Tampa,FL,3,"Southern, Barbeque, Restaurants, Smokehouse, Food, Desserts",Bar & Wines,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,22.73,323283
McDonald's,1520 W Kennedy Blvd,Tampa,FL,2,"Burgers, Restaurants, Fast Food, Coffee & Tea, Food",Coffee/Cafe,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,21.01,370227
Westchase Pizza and Pasta Co,13048 Race Track Rd,Tampa,FL,3,"Restaurants, Pizza, Italian",Italian,33626,Westchase,2600.0,85000.0,60.0,15.0,18.0,7.0,0.0,3.33,251619
Origami Sushi,3615 W Hillsborough Ave,Tampa,FL,4,"Japanese, Sushi Bars, Restaurants",Bar & Wines,33614,Near Westshore,3700.0,46000.0,45.0,25.0,27.0,3.0,0.0,12.52,438346
Tacos Las Californias,7007 N Armenia Ave,Tampa,FL,4,"Restaurants, Tacos, Food, Mexican, Food Trucks",Latin,33604,Near Seminole Heights,3000.0,42000.0,48.0,32.0,18.0,2.0,0.0,27.84,381090
Manhattan Pizza & Grill,1616 E 7th Ave,Tampa,FL,2,"Sandwiches, Italian, Pizza, Restaurants",Italian,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,6.29,220423
DeVito's Italian Specialties,"200 N Tampa St, Ste G 115",Tampa,FL,4,"Italian, Restaurants",Italian,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,13.03,458315
Capital One Café,"700 S Village Cir, 150 Suite",Tampa,FL,4,"Restaurants, Cafes, Banks & Credit Unions, Financial Services",Coffee/Cafe,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,13.83,370227
Moge Tee - Tampa,2850 University Square Dr,Tampa,FL,4,"Bubble Tea, Coffee & Tea, Food",Coffee/Cafe,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
Starbucks,13210 Bruce B Downs Blvd,Tampa,FL,3,"Food, Coffee & Tea",Coffee/Cafe,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
Tony's Ybor Restaurant,2001 N 22nd St,Tampa,FL,4,"Restaurants, American (Traditional), Italian, American (New), Breakfast & Brunch",American & Fast Food,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,26.41,220423
Ciccio's Lodge,16023 Tampa Palms Blvd,Tampa,FL,4,"American (New), Italian, Restaurants",American & Fast Food,33647,New Tampa,2500.0,75000.0,45.0,20.0,20.0,15.0,0.0,6.02,185666
Sooo Good Southern BBQ,1045 E Hillsborough Ave,Tampa,FL,4,"Barbeque, Restaurants",Bar & Wines,33604,Near Seminole Heights,3000.0,42000.0,48.0,32.0,18.0,2.0,0.0,3.65,381090
Dunkin',19090 Bruce B Downs Blvd,Tampa,FL,1,"Coffee & Tea, Food, Donuts",Coffee/Cafe,33647,New Tampa,2500.0,75000.0,45.0,20.0,20.0,15.0,0.0,4.94,185666
Elmer's Sports Cafe,2003 E 7th Ave,Tampa,FL,4,"Restaurants, Chicken Wings, Sports Bars, Nightlife, Bars, Sandwiches",Bar & Wines,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,24.83,220423
The Tampa Club,"101 E Kennedy Blvd, Ste 4200",Tampa,FL,4,"American (Traditional), Event Planning & Services, Venues & Event Spaces, Restaurants, American (New), Bars, Social Clubs, Arts & Entertainment, Nightlife",Bar & Wines,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,22.6,458315
Tally Ho Bar & Grille,"7402 N 56th St, Ste 902",Tampa,FL,2,"Pubs, Bars, Chinese, Beer, Wine & Spirits, Nightlife, Sandwiches, Food, Restaurants, American (New)",Bar & Wines,33617,Near Temple Terrace,3300.0,40000.0,35.0,45.0,15.0,5.0,0.0,9.43,468742
Twist Vapor Cafe,14937 Bruce B Downs Blvd,Tampa,FL,4,"Vape Shops, Restaurants, Food, Tobacco Shops, Cafes, Social Clubs, Coffee & Tea, Arts & Entertainment, Juice Bars & Smoothies, Shopping",Coffee/Cafe,33613,University Area,4500.0,30000.0,30.0,40.0,25.0,5.0,0.0,36.72,255955
Diamond Dominican Beauty Salon,"4812 E Busch Blvd, Ste D",Tampa,FL,4,"Dominican, Caribbean, Nail Salons, Restaurants, Hair Salons, Beauty & Spas",Latin,33617,Near Temple Terrace,3300.0,40000.0,35.0,45.0,15.0,5.0,0.0,28.43,468742
Four Green Fields Curtis Hixon Park,702 N Ashley Dr,Tampa,FL,3,"Irish Pub, Bars, Nightlife",Bar & Wines,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,29.63,458315
Jannah Market,6912 Harney Rd,Tampa,FL,5,"Caterers, Event Planning & Services, Food, International Grocery, Bakeries",Other,33617,Near Temple Terrace,3300.0,40000.0,35.0,45.0,15.0,5.0,0.0,30.32,468742
Blackjack Pizza & Salads,3692 W Gandy Blvd,Tampa,FL,3,"Salad, Italian, Chicken Wings, Restaurants, Pizza, Food, Desserts",Dessert,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,7.57,185237
Tampa Greek Festival,2418 W Swann Ave,Tampa,FL,4,"Local Flavor, Religious Organizations, Greek, Arts & Entertainment, Cultural Center, Festivals, Restaurants, Churches, Food Stands",Other,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,27.18,411201
Castellano & Pizzo Italian Gourmet Foods,4200 Henderson Blvd,Tampa,FL,3,"Specialty Food, Grocery, Beer, Wine & Spirits, Meat Shops, Delis, Event Planning & Services, Food, Caterers, Pizza, Restaurants",Other,33629,Palma Ceia,3100.0,90000.0,65.0,10.0,20.0,5.0,0.0,14.28,297935
7-Eleven,13151 Race Track Rd,Tampa,FL,3,"Service Stations, Coffee & Tea, Gas Stations, Automotive, Gas Stations, Food, Convenience Stores",Coffee/Cafe,33626,Westchase,2600.0,85000.0,60.0,15.0,18.0,7.0,0.0,21.89,251619
Sbarro,253 Westshore Plz,Tampa,FL,3,"Restaurants, Italian",Italian,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,26.23,411201
Subway,"6217 E Hillsborough Ave, Unit 109",Tampa,FL,1,"Sandwiches, Fast Food, Restaurants",American & Fast Food,33610,Other,,Other,Other,Other,Other,Other,Other,,161340
Boil Spot,1120 E Fowler Ave,Tampa,FL,4,"Korean, Restaurants, Chinese, Hot Pot",Asian,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
Domino's Pizza,10052 Cross Creek Blvd,Tampa,FL,3,"Restaurants, Sandwiches, Chicken Wings, Pizza",Other,33647,New Tampa,2500.0,75000.0,45.0,20.0,20.0,15.0,0.0,4.44,185666
Dunkin',1622 W Kennedy Blvd,Tampa,FL,2,"Food, Bagels, Coffee & Tea, Donuts",Coffee/Cafe,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,17.44,370227
Icesmile Brandon,10069 E Adamo Dr,Tampa,FL,3,"Ice Cream & Frozen Yogurt, Food",Dessert,33619,East Tampa,4100.0,37000.0,25.0,50.0,20.0,5.0,0.0,40.37,498759
D'lites Emporium,1906 S Dale Mabry Hwy,Tampa,FL,4,"Food, Ice Cream & Frozen Yogurt",Dessert,33629,Palma Ceia,3100.0,90000.0,65.0,10.0,20.0,5.0,0.0,29.06,297935
Olive Garden Italian Restaurant,1802 NW Shore Blvd,Tampa,FL,3,"Restaurants, Bars, Salad, Wine Bars, Soup, Italian, Nightlife",Bar & Wines,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,1.64,312328
Westshore Pizza - New Tampa,18045 Highwoods Preserve Pkwy,Tampa,FL,3,"Chicken Wings, Salad, Restaurants, Pizza, Cheesesteaks",Other,33647,New Tampa,2500.0,75000.0,45.0,20.0,20.0,15.0,0.0,4.12,185666
You Say When Yogurt Shoppe,5006 E Fowler Ave,Tampa,FL,2,"Ice Cream & Frozen Yogurt, Food",Dessert,33617,Near Temple Terrace,3300.0,40000.0,35.0,45.0,15.0,5.0,0.0,4.35,468742
Jai Ho Pure Veg,"1251 E Fowler Ave, Ste 2b",Tampa,FL,3,"Indian, Restaurants",Other,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
Starbucks Gate F,"4100 George J Bean Pkwy, Ste 2400",Tampa,FL,4,"Food, Breakfast & Brunch, Coffee & Tea, Restaurants",Coffee/Cafe,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,31.08,312328
The Real Dill Delicatessen,3343 S Westshore Blvd,Tampa,FL,4,"Restaurants, Delis",Other,33629,Palma Ceia,3100.0,90000.0,65.0,10.0,20.0,5.0,0.0,6.62,297935
L'Eden Cafe,124 S Franklin St,Tampa,FL,4,"Restaurants, Cafes",Coffee/Cafe,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,17.7,458315
Astro Ice Cream,1910 N Ola Ave,Tampa,FL,3,"Ice Cream & Frozen Yogurt, Food",Dessert,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,29.42,458315
Felicitous,11706 N 51st St,Tampa,FL,4,"Sandwiches, Shopping, Desserts, Coffee & Tea, Cuban, Vegetarian, Juice Bars & Smoothies, Restaurants, Food, Thrift Stores",Coffee/Cafe,33617,Near Temple Terrace,3300.0,40000.0,35.0,45.0,15.0,5.0,0.0,24.18,468742
Mediterranean Market,19440 Bruce B Downs Blvd,Tampa,FL,4,"Specialty Food, Ethical Grocery, International Grocery, Bakeries, Food, Coffee & Tea, Meat Shops, Butcher",Coffee/Cafe,33647,New Tampa,2500.0,75000.0,45.0,20.0,20.0,15.0,0.0,13.56,185666
Moon Frog Arepas,412 N Florida Ave,Tampa,FL,5,"Event Planning & Services, Food, Food Trucks, Restaurants, Local Flavor, Caterers, Gluten-Free, Latin American, Juice Bars & Smoothies, Venezuelan",Bar & Wines,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,20.66,458315
Slice Masters NY Pizzeria,4538 W Village Dr,Tampa,FL,4,"Pizza, Restaurants, Italian",Italian,33624,Carrollwood,2700.0,63000.0,57.0,18.0,22.0,3.0,0.0,13.73,122068
Sushi Alive,15451 N Dale Mabry Hwy,Tampa,FL,4,"Sushi Bars, Restaurants",Bar & Wines,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,8.33,323283
Starbucks,1544 N Dale Mabry Hwy,Tampa,FL,2,"Food, Coffee & Tea",Coffee/Cafe,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,21.47,312328
El Molino,2012 E 7th Ave,Tampa,FL,4,"Food, Local Flavor, Coffee & Tea",Coffee/Cafe,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,19.29,220423
Shula Burger,500 S Howard Ave,Tampa,FL,4,"Burgers, Restaurants",American & Fast Food,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,27.95,370227
Ybor Cigars Plus,1725 E 7th Ave,Tampa,FL,4,"Nightlife, Dance Clubs, Cigar Bars, Bars, Tobacco Shops, Shopping",Bar & Wines,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,17.82,220423
Gasparilla Bar,4100 George J Bean Pkwy,Tampa,FL,2,"Airport Lounges, Nightlife, Bars",Bar & Wines,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,28.92,312328
The Hideaway Downtown,1120 E Kennedy Blvd,Tampa,FL,3,"Bars, Sushi Bars, Nightlife, Restaurants",Bar & Wines,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,5.6,458315
Our Houz Soul Cafe,8405 N Himes Ave,Tampa,FL,4,"Breakfast & Brunch, Soul Food, Mexican, Restaurants, Tacos, American (Traditional)",Latin,33614,Near Westshore,3700.0,46000.0,45.0,25.0,27.0,3.0,0.0,17.08,438346
Stones Throw at Armature Works,1910 North Ola Avenue,Tampa,FL,4,"Bars, Nightlife, Food, Seafood, Restaurants, Specialty Food, Seafood Markets, Cocktail Bars",Bar & Wines,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,0.33,458315
Beaune's Wine Bar,2009 N 22nd St,Tampa,FL,4,"Nightlife, Bars, Wine Tasting Room, Venues & Event Spaces, Event Planning & Services, American (New), Food, Wineries, Arts & Entertainment, Restaurants, Wine Bars",Bar & Wines,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,6.91,220423
7-Eleven,5001 Memorial Hwy,Tampa,FL,2,"Gas Stations, Service Stations, Coffee & Tea, Automotive, Grocery, Convenience Stores, Food, Gas Stations",Coffee/Cafe,33634,Near Town 'n' Country,3500.0,50000.0,49.0,21.0,25.0,5.0,0.0,25.43,179199
Tazza Turkish and Mediterranean Grill,"5001 E Fowler Ave, Ste D",Tampa,FL,4,"American (New), Cafes, Kebab, Turkish, Fast Food, Restaurants, Mediterranean, Burgers, Halal, American (Traditional), Middle Eastern",Coffee/Cafe,33617,Near Temple Terrace,3300.0,40000.0,35.0,45.0,15.0,5.0,0.0,32.73,468742
